date	dwell-time
2015-02-11T10:33:59Z	23
2015-02-11T10:35:42Z	139
2015-02-11T10:36:09Z	65
2015-02-11T10:50:42Z	32
2015-02-11T10:54:41Z	1
2015-02-11T10:57:57Z	53
2015-02-11T10:59:48Z	122
2015-02-11T10:59:56Z	11
2015-02-11T11:00:31Z	63
2015-02-11T11:01:16Z	1
2015-02-11T11:04:07Z	91
2015-02-11T11:04:54Z	52
2015-02-11T11:05:53Z	153
2015-02-11T11:06:02Z	71
2015-02-11T11:08:03Z	79
2015-02-11T11:10:40Z	267
2015-02-11T11:11:24Z	234
2015-02-11T11:31:22Z	147
2015-02-11T11:32:11Z	68
2015-02-11T11:35:47Z	51
2015-02-11T11:36:13Z	117
2015-02-11T11:39:48Z	47
2015-02-11T11:40:29Z	11
2015-02-11T11:43:04Z	51
2015-02-11T11:49:20Z	54
2015-02-11T11:50:38Z	22
2015-02-11T11:51:33Z	153
2015-02-11T11:55:50Z	199
2015-02-11T11:58:03Z	59
2015-02-11T12:09:35Z	142
2015-02-11T12:11:56Z	8
2015-02-11T12:13:19Z	86
2015-02-11T12:17:24Z	122
2015-02-11T12:18:22Z	540
2015-02-11T12:24:29Z	227
2015-02-11T12:26:10Z	64
2015-02-11T12:31:38Z	320
2015-02-11T12:40:15Z	145
2015-02-11T12:40:59Z	91
2015-02-11T12:42:22Z	209
2015-02-11T12:44:14Z	21
2015-02-11T12:46:30Z	45
2015-02-11T12:47:10Z	238
2015-02-11T12:48:43Z	19
2015-02-11T12:48:53Z	5
2015-02-11T12:54:37Z	91
2015-02-11T13:16:53Z	19
2015-02-11T13:20:39Z	60
2015-02-11T13:24:04Z	40
2015-02-11T13:24:20Z	28
2015-02-11T13:25:43Z	17
2015-02-11T13:27:21Z	206
2015-02-11T13:32:01Z	82
2015-02-11T13:36:00Z	502
2015-02-11T13:36:31Z	77
2015-02-11T13:37:14Z	109
2015-02-11T13:37:59Z	99
2015-02-11T13:40:23Z	170
2015-02-11T13:41:41Z	11
2015-02-11T13:47:16Z	44
2015-02-11T13:49:30Z	5
2015-02-11T13:50:38Z	218
2015-02-11T13:51:21Z	171
2015-02-11T13:52:18Z	77
2015-02-11T14:01:08Z	33
2015-02-11T14:01:42Z	104
2015-02-11T14:07:36Z	113
2015-02-11T14:10:42Z	80
2015-02-11T14:11:32Z	12
2015-02-11T14:11:50Z	53
2015-02-11T14:23:14Z	6
2015-02-11T14:35:05Z	104
2015-02-11T14:37:33Z	52
2015-02-11T14:42:29Z	7
2015-02-11T14:47:52Z	12
2015-02-11T14:51:51Z	114
2015-02-11T14:53:33Z	54
2015-02-11T15:04:11Z	68
2015-02-11T15:07:08Z	44
2015-02-11T15:08:03Z	23
2015-02-11T15:16:57Z	111
2015-02-11T15:16:58Z	182
2015-02-11T15:17:30Z	112
2015-02-11T15:18:44Z	5
2015-02-11T15:25:46Z	23
2015-02-11T15:27:42Z	91
2015-02-11T15:29:07Z	93
2015-02-11T15:37:08Z	87
2015-02-11T15:45:48Z	40
2015-02-11T15:47:07Z	13
2015-02-11T15:51:25Z	84
2015-02-11T15:53:13Z	77
2015-02-11T15:53:26Z	73
2015-02-11T15:54:22Z	8
2015-02-11T15:56:32Z	2
2015-02-11T16:04:30Z	79
2015-02-11T16:14:35Z	8
2015-02-11T16:18:58Z	55
2015-02-11T16:21:25Z	34
2015-02-11T16:22:46Z	170
2015-02-11T16:25:48Z	96
2015-02-11T16:26:04Z	105
2015-02-11T16:30:26Z	170
2015-02-11T16:31:44Z	30
2015-02-11T16:35:19Z	35
2015-02-11T16:37:38Z	126
2015-02-11T16:45:04Z	88
2015-02-11T16:57:56Z	23
2015-02-11T17:04:19Z	109
2015-02-11T17:09:59Z	88
2015-02-11T17:25:56Z	267
2015-02-11T17:26:10Z	4
2015-02-11T17:35:32Z	186
2015-02-11T17:43:35Z	34
2015-02-11T17:54:01Z	84
2015-02-11T18:00:35Z	13
2015-02-11T18:12:59Z	27
2015-02-11T18:14:18Z	104
2015-02-11T18:30:55Z	1
2015-02-11T18:32:29Z	10
2015-02-11T18:35:55Z	47
2015-02-11T18:47:44Z	124
2015-02-11T18:52:52Z	20
2015-02-11T18:52:54Z	209
2015-02-11T18:56:30Z	135
2015-02-11T19:00:39Z	308
2015-02-11T19:04:26Z	46
2015-02-11T19:24:54Z	188
2015-02-11T19:31:09Z	256
2015-02-11T19:36:15Z	111
2015-02-11T19:47:48Z	44
2015-02-11T19:52:23Z	96
2015-02-11T20:00:54Z	47
2015-02-11T20:04:06Z	110
2015-02-11T20:28:33Z	224
2015-02-11T20:45:05Z	81
2015-02-11T20:58:34Z	66
2015-02-11T21:05:18Z	69
2015-02-11T21:38:41Z	48
2015-02-11T21:38:46Z	4
2015-02-11T21:50:23Z	61
2015-02-11T21:50:52Z	135
2015-02-11T21:52:37Z	46
2015-02-11T21:58:03Z	42
2015-02-11T22:02:50Z	181
2015-02-11T22:18:59Z	42
2015-02-11T22:45:07Z	232
2015-02-11T22:56:32Z	120
2015-02-11T23:05:03Z	2
2015-02-11T23:05:33Z	89
2015-02-11T23:19:20Z	84
2015-02-11T23:29:30Z	42
2015-02-11T23:30:14Z	142
2015-02-11T23:31:10Z	47
2015-02-11T23:36:28Z	43
2015-02-12T00:06:17Z	3
2015-02-12T00:07:39Z	11
2015-02-12T00:09:10Z	28
2015-02-12T00:55:15Z	69
2015-02-12T00:59:42Z	94
2015-02-12T01:31:31Z	1
2015-02-12T01:40:46Z	29
2015-02-12T01:43:05Z	41
2015-02-12T01:46:09Z	443
2015-02-12T01:51:39Z	107
2015-02-12T02:01:41Z	9
2015-02-12T02:13:25Z	90
2015-02-12T02:18:09Z	66
2015-02-12T02:19:28Z	24
2015-02-12T02:50:15Z	28
2015-02-12T02:50:25Z	159
2015-02-12T02:57:40Z	49
2015-02-12T03:07:58Z	55
2015-02-12T03:14:01Z	80
2015-02-12T03:24:25Z	8
2015-02-12T03:28:11Z	61
2015-02-12T03:30:47Z	208
2015-02-12T03:37:08Z	18
2015-02-12T03:37:37Z	69
2015-02-12T03:38:37Z	168
2015-02-12T03:49:56Z	123
2015-02-12T04:08:14Z	76
2015-02-12T04:08:43Z	19
2015-02-12T04:19:41Z	135
2015-02-12T04:23:59Z	44
2015-02-12T04:31:46Z	10
2015-02-12T04:34:51Z	39
2015-02-12T04:36:40Z	67
2015-02-12T04:37:29Z	64
2015-02-12T04:45:20Z	3
2015-02-12T05:08:47Z	127
2015-02-12T05:09:58Z	50
2015-02-12T05:18:01Z	45
2015-02-12T05:20:40Z	5
2015-02-12T05:25:57Z	105
2015-02-12T05:29:04Z	75
2015-02-12T05:41:38Z	10
2015-02-12T05:47:08Z	21
2015-02-12T06:03:23Z	108
2015-02-12T06:04:03Z	366
2015-02-12T06:05:10Z	199
2015-02-12T06:05:41Z	119
2015-02-12T06:10:49Z	78
2015-02-12T06:15:15Z	8
2015-02-12T06:43:27Z	40
2015-02-12T06:44:19Z	96
2015-02-12T06:45:23Z	59
2015-02-12T06:45:59Z	50
2015-02-12T06:55:42Z	26
2015-02-12T06:57:15Z	228
2015-02-12T06:58:24Z	253
2015-02-12T06:59:15Z	31
2015-02-12T06:59:35Z	167
2015-02-12T07:09:51Z	79
2015-02-12T07:19:09Z	129
2015-02-12T07:25:48Z	42
2015-02-12T07:32:28Z	63
2015-02-12T07:33:49Z	85
2015-02-12T07:40:01Z	74
2015-02-12T07:45:58Z	9
2015-02-12T07:51:37Z	1
2015-02-12T07:52:49Z	48
2015-02-12T07:56:37Z	227
2015-02-12T07:57:51Z	6
2015-02-12T07:58:22Z	53
2015-02-12T08:01:09Z	59
2015-02-12T08:08:56Z	155
2015-02-12T08:13:56Z	51
2015-02-12T08:27:42Z	78
2015-02-12T08:34:58Z	69
2015-02-12T08:47:25Z	122
2015-02-12T08:47:28Z	200
2015-02-12T08:50:50Z	252
2015-02-12T08:57:44Z	107
2015-02-12T08:59:51Z	260
2015-02-12T09:01:29Z	27
2015-02-12T09:07:59Z	8
2015-02-12T09:18:53Z	104
2015-02-12T09:21:43Z	47
2015-02-12T09:23:40Z	72
2015-02-12T09:30:50Z	5
2015-02-12T09:34:46Z	79
2015-02-12T09:38:55Z	5
2015-02-12T09:38:56Z	48
2015-02-12T09:39:01Z	11
2015-02-12T09:41:06Z	78
2015-02-12T09:43:15Z	173
2015-02-12T09:46:49Z	72
2015-02-12T09:56:20Z	167
2015-02-12T10:24:05Z	14
2015-02-12T10:35:00Z	35
2015-02-12T10:35:05Z	152
2015-02-12T10:37:28Z	38
2015-02-12T10:44:31Z	163
2015-02-12T10:48:11Z	17
2015-02-12T10:51:55Z	39
2015-02-12T10:52:09Z	14
2015-02-12T10:55:27Z	35
2015-02-12T10:59:27Z	43
2015-02-12T11:02:04Z	119
2015-02-12T11:03:24Z	73
2015-02-12T11:15:20Z	209
2015-02-12T11:17:15Z	65
2015-02-12T11:21:17Z	48
2015-02-12T11:25:33Z	11
2015-02-12T11:38:11Z	122
2015-02-12T11:41:31Z	42
2015-02-12T11:44:46Z	130
2015-02-12T11:45:45Z	245
2015-02-12T11:48:25Z	125
2015-02-12T11:53:36Z	1
2015-02-12T11:59:15Z	131
2015-02-12T12:04:24Z	151
2015-02-12T12:05:05Z	90
2015-02-12T12:07:04Z	263
2015-02-12T12:08:03Z	173
2015-02-12T12:08:29Z	6
2015-02-12T12:09:17Z	351
2015-02-12T12:13:48Z	1
2015-02-12T12:16:52Z	62
2015-02-12T12:19:06Z	2
2015-02-12T12:25:08Z	321
2015-02-12T12:27:42Z	53
2015-02-12T12:31:19Z	38
2015-02-12T12:36:56Z	94
2015-02-12T12:38:56Z	2
2015-02-12T12:39:18Z	275
2015-02-12T12:42:03Z	72
2015-02-12T12:42:31Z	151
2015-02-12T12:42:51Z	22
2015-02-12T12:48:38Z	6
2015-02-12T12:54:49Z	361
2015-02-12T12:57:57Z	70
2015-02-12T13:08:29Z	71
2015-02-12T13:08:52Z	180
2015-02-12T13:10:53Z	72
2015-02-12T13:12:05Z	17
2015-02-12T13:14:53Z	35
2015-02-12T13:15:01Z	13
2015-02-12T13:15:19Z	5
2015-02-12T13:17:08Z	100
2015-02-12T13:19:03Z	67
2015-02-12T13:21:13Z	157
2015-02-12T13:23:44Z	50
2015-02-12T13:28:18Z	138
2015-02-12T13:29:05Z	18
2015-02-12T13:29:20Z	59
2015-02-12T13:29:31Z	7
2015-02-12T13:35:13Z	49
2015-02-12T13:37:46Z	51
2015-02-12T13:39:56Z	7
2015-02-12T13:40:26Z	7
2015-02-12T13:42:14Z	11
2015-02-12T13:44:20Z	36
2015-02-12T13:45:59Z	35
2015-02-12T13:52:16Z	171
2015-02-12T13:59:20Z	43
2015-02-12T14:05:52Z	18
2015-02-12T14:08:10Z	9
2015-02-12T14:10:28Z	45
2015-02-12T14:15:57Z	279
2015-02-12T14:17:13Z	218
2015-02-12T14:18:52Z	190
2015-02-12T14:19:04Z	41
2015-02-12T14:19:31Z	2
2015-02-12T14:27:37Z	12
2015-02-12T14:28:48Z	217
2015-02-12T14:29:02Z	158
2015-02-12T14:33:54Z	22
2015-02-12T14:33:55Z	243
2015-02-12T14:37:24Z	20
2015-02-12T14:37:59Z	139
2015-02-12T14:38:33Z	81
2015-02-12T14:38:47Z	248
2015-02-12T14:42:14Z	320
2015-02-12T14:44:21Z	2
2015-02-12T14:48:58Z	140
2015-02-12T14:49:10Z	68
2015-02-12T14:54:50Z	59
2015-02-12T14:58:20Z	20
2015-02-12T14:58:35Z	125
2015-02-12T15:04:54Z	145
2015-02-12T15:06:27Z	21
2015-02-12T15:08:50Z	100
2015-02-12T15:24:22Z	8
2015-02-12T15:29:12Z	10
2015-02-12T15:31:59Z	314
2015-02-12T15:33:29Z	146
2015-02-12T15:42:14Z	35
2015-02-12T15:48:11Z	32
2015-02-12T15:48:12Z	11
2015-02-12T15:48:53Z	17
2015-02-12T15:52:46Z	19
2015-02-12T15:56:41Z	8
2015-02-12T16:05:03Z	64
2015-02-12T16:05:05Z	145
2015-02-12T16:05:26Z	187
2015-02-12T16:07:47Z	113
2015-02-12T16:09:58Z	293
2015-02-12T16:10:56Z	57
2015-02-12T16:11:53Z	142
2015-02-12T16:21:13Z	25
2015-02-12T16:25:05Z	240
2015-02-12T16:26:41Z	20
2015-02-12T16:27:45Z	11
2015-02-12T16:29:54Z	78
2015-02-12T16:30:35Z	19
2015-02-12T16:32:15Z	110
2015-02-12T16:32:24Z	27
2015-02-12T16:41:03Z	118
2015-02-12T16:52:23Z	51
2015-02-12T16:52:59Z	199
2015-02-12T17:00:56Z	46
2015-02-12T17:08:57Z	245
2015-02-12T17:14:30Z	72
2015-02-12T17:21:28Z	104
2015-02-12T17:30:04Z	152
2015-02-12T17:37:18Z	243
2015-02-12T17:40:51Z	136
2015-02-12T17:41:18Z	164
2015-02-12T17:58:39Z	115
2015-02-12T18:06:54Z	53
2015-02-12T18:16:03Z	26
2015-02-12T18:24:05Z	187
2015-02-12T18:25:16Z	35
2015-02-12T18:28:32Z	341
2015-02-12T18:37:30Z	30
2015-02-12T18:37:33Z	41
2015-02-12T18:37:51Z	6
2015-02-12T18:39:24Z	31
2015-02-12T18:40:35Z	65
2015-02-12T18:44:03Z	24
2015-02-12T18:46:00Z	34
2015-02-12T18:55:25Z	250
2015-02-12T18:59:56Z	126
2015-02-12T19:01:30Z	13
2015-02-12T19:02:05Z	402
2015-02-12T19:05:00Z	186
2015-02-12T19:05:47Z	136
2015-02-12T19:23:06Z	122
2015-02-12T19:37:23Z	29
2015-02-12T19:41:43Z	14
2015-02-12T20:03:25Z	21
2015-02-12T20:05:13Z	148
2015-02-12T20:05:21Z	122
2015-02-12T20:11:39Z	33
2015-02-12T20:20:49Z	195
2015-02-12T20:25:51Z	153
2015-02-12T20:28:12Z	103
2015-02-12T20:32:53Z	13
2015-02-12T20:51:43Z	13
2015-02-12T20:51:56Z	97
2015-02-12T21:17:48Z	46
2015-02-12T21:17:51Z	90
2015-02-12T21:22:31Z	15
2015-02-12T21:23:01Z	24
2015-02-12T21:38:42Z	85
2015-02-12T21:44:25Z	171
2015-02-12T21:55:35Z	23
2015-02-12T22:06:20Z	18
2015-02-12T22:06:33Z	144
2015-02-12T22:22:14Z	137
2015-02-12T22:41:16Z	174
2015-02-12T22:53:18Z	55
2015-02-12T23:04:43Z	16
2015-02-12T23:11:15Z	2
2015-02-12T23:53:15Z	34
2015-02-12T23:58:51Z	99
2015-02-13T00:59:55Z	3
2015-02-13T01:13:15Z	75
2015-02-13T01:29:58Z	19
2015-02-13T01:30:00Z	17
2015-02-13T01:33:44Z	78
2015-02-13T01:37:26Z	389
2015-02-13T01:43:46Z	8
2015-02-13T01:48:26Z	6
2015-02-13T01:54:52Z	23
2015-02-13T02:07:27Z	177
2015-02-13T02:17:19Z	31
2015-02-13T02:37:46Z	81
2015-02-13T02:40:12Z	99
2015-02-13T02:46:35Z	2
2015-02-13T02:53:37Z	68
2015-02-13T02:55:04Z	8
2015-02-13T02:58:19Z	4
2015-02-13T03:11:11Z	13
2015-02-13T03:16:51Z	16
2015-02-13T03:18:14Z	180
2015-02-13T03:26:25Z	25
2015-02-13T03:26:36Z	28
2015-02-13T03:41:38Z	11
2015-02-13T03:46:06Z	16
2015-02-13T03:46:28Z	146
2015-02-13T03:51:51Z	14
2015-02-13T04:00:01Z	11
2015-02-13T04:00:48Z	1
2015-02-13T04:03:01Z	90
2015-02-13T04:06:47Z	66
2015-02-13T04:09:04Z	57
2015-02-13T04:21:37Z	48
2015-02-13T04:27:24Z	186
2015-02-13T04:28:53Z	95
2015-02-13T04:33:25Z	35
2015-02-13T04:39:47Z	67
2015-02-13T04:50:02Z	44
2015-02-13T05:08:07Z	96
2015-02-13T05:22:40Z	150
2015-02-13T05:30:53Z	156
2015-02-13T05:34:51Z	48
2015-02-13T05:35:40Z	83
2015-02-13T05:38:50Z	89
2015-02-13T05:44:40Z	14
2015-02-13T05:51:32Z	25
2015-02-13T06:01:01Z	167
2015-02-13T06:02:28Z	49
2015-02-13T06:06:44Z	4
2015-02-13T06:14:52Z	98
2015-02-13T06:17:38Z	30
2015-02-13T06:21:57Z	22
2015-02-13T06:30:21Z	6
2015-02-13T06:32:45Z	14
2015-02-13T06:34:33Z	16
2015-02-13T06:40:20Z	253
2015-02-13T06:40:42Z	128
2015-02-13T06:46:25Z	410
2015-02-13T06:51:17Z	96
2015-02-13T06:53:10Z	67
2015-02-13T06:53:47Z	12
2015-02-13T06:57:55Z	110
2015-02-13T07:01:45Z	44
2015-02-13T07:02:06Z	168
2015-02-13T07:02:08Z	93
2015-02-13T07:07:45Z	84
2015-02-13T07:30:05Z	235
2015-02-13T07:31:34Z	23
2015-02-13T07:39:59Z	110
2015-02-13T07:42:02Z	340
2015-02-13T07:42:37Z	3
2015-02-13T07:48:41Z	88
2015-02-13T07:54:40Z	7
2015-02-13T08:00:24Z	57
2015-02-13T08:01:32Z	21
2015-02-13T08:08:36Z	107
2015-02-13T08:09:59Z	280
2015-02-13T08:11:46Z	95
2015-02-13T08:12:54Z	44
2015-02-13T08:14:05Z	55
2015-02-13T08:21:32Z	280
2015-02-13T08:27:31Z	216
2015-02-13T08:28:35Z	62
2015-02-13T08:37:26Z	157
2015-02-13T08:39:36Z	20
2015-02-13T08:44:21Z	13
2015-02-13T08:44:51Z	129
2015-02-13T08:45:58Z	34
2015-02-13T08:50:03Z	41
2015-02-13T08:55:01Z	78
2015-02-13T08:57:10Z	97
2015-02-13T08:57:16Z	23
2015-02-13T08:59:38Z	25
2015-02-13T09:02:18Z	79
2015-02-13T09:07:50Z	103
2015-02-13T09:09:00Z	243
2015-02-13T09:15:32Z	59
2015-02-13T09:23:04Z	32
2015-02-13T09:26:27Z	208
2015-02-13T09:26:56Z	219
2015-02-13T09:29:05Z	39
2015-02-13T09:30:44Z	21
2015-02-13T09:31:03Z	192
2015-02-13T09:32:43Z	72
2015-02-13T09:34:42Z	10
2015-02-13T09:35:08Z	16
2015-02-13T09:39:46Z	215
2015-02-13T09:41:21Z	88
2015-02-13T09:42:53Z	50
2015-02-13T09:43:59Z	4
2015-02-13T09:45:17Z	113
2015-02-13T09:46:32Z	53
2015-02-13T09:53:34Z	111
2015-02-13T09:57:21Z	3
2015-02-13T10:00:53Z	11
2015-02-13T10:04:21Z	76
2015-02-13T10:04:37Z	91
2015-02-13T10:09:11Z	94
2015-02-13T10:10:07Z	116
2015-02-13T10:17:24Z	33
2015-02-13T10:18:56Z	58
2015-02-13T10:24:44Z	22
2015-02-13T10:30:52Z	42
2015-02-13T10:32:31Z	137
2015-02-13T10:35:11Z	54
2015-02-13T10:38:44Z	23
2015-02-13T10:43:06Z	55
2015-02-13T10:48:04Z	242
2015-02-13T11:02:45Z	126
2015-02-13T11:16:14Z	104
2015-02-13T11:19:23Z	205
2015-02-13T11:21:13Z	10
2015-02-13T11:23:28Z	153
2015-02-13T11:25:47Z	166
2015-02-13T11:27:07Z	131
2015-02-13T11:28:47Z	32
2015-02-13T11:30:23Z	37
2015-02-13T11:31:54Z	145
2015-02-13T11:32:31Z	33
2015-02-13T11:33:51Z	126
2015-02-13T11:34:52Z	111
2015-02-13T11:40:35Z	57
2015-02-13T11:44:43Z	73
2015-02-13T11:44:57Z	67
2015-02-13T11:46:09Z	26
2015-02-13T11:46:10Z	25
2015-02-13T11:47:28Z	113
2015-02-13T11:48:44Z	74
2015-02-13T11:57:15Z	344
2015-02-13T12:03:05Z	16
2015-02-13T12:07:17Z	3
2015-02-13T12:12:41Z	19
2015-02-13T12:14:21Z	2
2015-02-13T12:15:26Z	33
2015-02-13T12:20:31Z	10
2015-02-13T12:26:51Z	366
2015-02-13T12:28:16Z	1
2015-02-13T12:28:17Z	112
2015-02-13T12:29:03Z	70
2015-02-13T12:33:33Z	69
2015-02-13T12:38:00Z	128
2015-02-13T12:38:57Z	128
2015-02-13T12:43:16Z	137
2015-02-13T12:50:02Z	3
2015-02-13T12:51:51Z	449
2015-02-13T12:53:03Z	111
2015-02-13T12:53:40Z	37
2015-02-13T12:54:25Z	303
2015-02-13T12:55:45Z	52
2015-02-13T12:55:50Z	19
2015-02-13T12:58:52Z	206
2015-02-13T13:00:01Z	56
2015-02-13T13:07:02Z	120
2015-02-13T13:08:17Z	171
2015-02-13T13:12:03Z	71
2015-02-13T13:12:14Z	234
2015-02-13T13:24:34Z	154
2015-02-13T13:28:23Z	99
2015-02-13T13:28:35Z	40
2015-02-13T13:30:39Z	275
2015-02-13T13:32:12Z	70
2015-02-13T13:33:53Z	10
2015-02-13T13:34:17Z	85
2015-02-13T13:35:18Z	111
2015-02-13T13:43:59Z	214
2015-02-13T13:44:07Z	94
2015-02-13T13:44:54Z	122
2015-02-13T13:48:20Z	101
2015-02-13T13:49:43Z	322
2015-02-13T13:50:31Z	288
2015-02-13T13:52:09Z	2
2015-02-13T13:55:28Z	30
2015-02-13T13:56:11Z	22
2015-02-13T13:57:08Z	12
2015-02-13T14:03:40Z	40
2015-02-13T14:12:43Z	24
2015-02-13T14:12:43Z	47
2015-02-13T14:18:21Z	186
2015-02-13T14:20:48Z	19
2015-02-13T14:23:06Z	30
2015-02-13T14:23:52Z	248
2015-02-13T14:32:15Z	160
2015-02-13T14:34:04Z	363
2015-02-13T14:35:01Z	111
2015-02-13T14:35:36Z	181
2015-02-13T14:36:50Z	59
2015-02-13T14:37:56Z	60
2015-02-13T14:39:52Z	179
2015-02-13T14:41:53Z	171
2015-02-13T14:42:57Z	60
2015-02-13T14:43:40Z	45
2015-02-13T14:47:29Z	99
2015-02-13T14:47:52Z	75
2015-02-13T14:50:18Z	231
2015-02-13T14:50:40Z	70
2015-02-13T14:51:05Z	121
2015-02-13T14:51:07Z	236
2015-02-13T14:55:07Z	84
2015-02-13T15:00:37Z	354
2015-02-13T15:01:21Z	16
2015-02-13T15:05:21Z	20
2015-02-13T15:14:41Z	121
2015-02-13T15:14:54Z	246
2015-02-13T15:17:11Z	165
2015-02-13T15:21:07Z	6
2015-02-13T15:30:40Z	40
2015-02-13T15:32:56Z	12
2015-02-13T15:35:42Z	4
2015-02-13T15:44:19Z	102
2015-02-13T15:46:26Z	61
2015-02-13T15:57:39Z	53
2015-02-13T15:58:57Z	57
2015-02-13T16:09:06Z	33
2015-02-13T16:19:09Z	85
2015-02-13T16:28:44Z	28
2015-02-13T16:29:29Z	23
2015-02-13T16:34:19Z	67
2015-02-13T16:39:06Z	72
2015-02-13T16:40:44Z	121
2015-02-13T16:42:33Z	141
2015-02-13T16:43:31Z	21
2015-02-13T16:51:01Z	376
2015-02-13T16:54:34Z	66
2015-02-13T16:59:04Z	80
2015-02-13T17:00:27Z	12
2015-02-13T17:00:32Z	18
2015-02-13T17:01:09Z	40
2015-02-13T17:06:00Z	69
2015-02-13T17:08:48Z	126
2015-02-13T17:10:31Z	131
2015-02-13T17:22:23Z	197
2015-02-13T17:34:52Z	2
2015-02-13T17:36:32Z	162
2015-02-13T17:43:31Z	10
2015-02-13T17:47:40Z	65
2015-02-13T17:47:41Z	37
2015-02-13T17:53:37Z	43
2015-02-13T18:10:44Z	4
2015-02-13T18:22:03Z	245
2015-02-13T18:46:14Z	13
2015-02-13T18:46:27Z	211
2015-02-13T18:49:46Z	30
2015-02-13T18:59:04Z	39
2015-02-13T19:25:17Z	100
2015-02-13T19:32:31Z	30
2015-02-13T19:33:20Z	8
2015-02-13T19:42:16Z	108
2015-02-13T19:44:29Z	30
2015-02-13T19:47:13Z	315
2015-02-13T19:52:10Z	70
2015-02-13T19:52:39Z	42
2015-02-13T19:57:15Z	201
2015-02-13T19:59:38Z	38
2015-02-13T20:01:59Z	33
2015-02-13T20:11:32Z	42
2015-02-13T20:15:16Z	60
2015-02-13T20:15:37Z	11
2015-02-13T20:16:28Z	137
2015-02-13T20:19:07Z	36
2015-02-13T20:49:05Z	578
2015-02-13T20:50:48Z	42
2015-02-13T20:54:31Z	3
2015-02-13T21:04:23Z	59
2015-02-13T21:10:37Z	104
2015-02-13T21:20:04Z	141
2015-02-13T21:33:37Z	29
2015-02-13T21:48:10Z	75
2015-02-13T21:53:32Z	69
2015-02-13T22:21:41Z	25
2015-02-13T22:35:30Z	298
2015-02-13T22:40:48Z	213
2015-02-13T22:41:19Z	143
2015-02-13T22:50:46Z	6
2015-02-13T22:51:33Z	54
2015-02-13T23:40:25Z	302
2015-02-13T23:45:22Z	2
2015-02-13T23:48:05Z	172
2015-02-14T01:13:14Z	2
2015-02-14T01:26:12Z	42
2015-02-14T01:31:23Z	46
2015-02-14T01:39:47Z	213
2015-02-14T02:00:45Z	27
2015-02-14T02:03:33Z	281
2015-02-14T02:22:06Z	350
2015-02-14T02:59:57Z	4
2015-02-14T03:02:31Z	183
2015-02-14T04:08:53Z	1
2015-02-14T04:08:57Z	6
2015-02-14T04:26:33Z	9
2015-02-14T04:49:02Z	14
2015-02-14T05:19:31Z	125
2015-02-14T05:22:38Z	107
2015-02-14T05:30:15Z	163
2015-02-14T05:36:06Z	471
2015-02-14T06:28:41Z	4
2015-02-14T06:51:29Z	25
2015-02-14T06:58:29Z	163
2015-02-14T07:18:25Z	7
2015-02-14T07:27:20Z	83
2015-02-14T08:20:01Z	121
2015-02-14T08:21:32Z	74
2015-02-14T08:26:42Z	69
2015-02-14T08:32:11Z	11
2015-02-14T08:37:55Z	49
2015-02-14T08:38:04Z	194
2015-02-14T08:59:02Z	53
2015-02-14T09:01:16Z	167
2015-02-14T09:12:26Z	13
2015-02-14T09:19:12Z	19
2015-02-14T09:22:44Z	43
2015-02-14T09:44:39Z	1
2015-02-14T10:04:09Z	118
2015-02-14T10:06:07Z	17
2015-02-14T10:30:53Z	4
2015-02-14T10:52:53Z	12
2015-02-14T11:28:46Z	96
2015-02-14T11:33:11Z	46
2015-02-14T11:48:26Z	2
2015-02-14T12:07:23Z	101
2015-02-14T12:10:08Z	260
2015-02-14T12:10:37Z	90
2015-02-14T12:25:37Z	74
2015-02-14T12:31:59Z	30
2015-02-14T12:41:27Z	59
2015-02-14T12:56:21Z	131
2015-02-14T12:59:38Z	3
2015-02-14T13:10:03Z	204
2015-02-14T13:20:04Z	28
2015-02-14T13:26:08Z	23
2015-02-14T13:42:13Z	87
2015-02-14T14:07:15Z	183
2015-02-14T14:14:23Z	40
2015-02-14T14:21:38Z	86
2015-02-14T14:25:09Z	106
2015-02-14T14:25:48Z	107
2015-02-14T14:31:10Z	24
2015-02-14T14:44:00Z	83
2015-02-14T14:47:28Z	282
2015-02-14T14:57:33Z	257
2015-02-14T15:05:01Z	13
2015-02-14T15:21:08Z	95
2015-02-14T15:38:34Z	63
2015-02-14T15:45:37Z	2
2015-02-14T16:17:14Z	87
2015-02-14T16:18:55Z	279
2015-02-14T16:19:54Z	91
2015-02-14T16:30:41Z	63
2015-02-14T16:31:21Z	559
2015-02-14T16:33:02Z	213
2015-02-14T16:36:29Z	324
2015-02-14T16:39:16Z	1
2015-02-14T16:40:23Z	27
2015-02-14T16:54:23Z	20
2015-02-14T16:54:28Z	57
2015-02-14T16:59:42Z	183
2015-02-14T17:16:41Z	420
2015-02-14T17:19:04Z	23
2015-02-14T17:43:30Z	303
2015-02-14T17:53:23Z	82
2015-02-14T18:08:12Z	364
2015-02-14T18:15:33Z	443
2015-02-14T18:49:35Z	415
2015-02-14T19:00:10Z	67
2015-02-14T19:26:12Z	12
2015-02-14T19:26:17Z	15
2015-02-14T19:27:20Z	28
2015-02-14T19:28:09Z	74
2015-02-14T19:32:56Z	60
2015-02-14T19:54:11Z	181
2015-02-14T20:04:16Z	400
2015-02-14T20:13:52Z	160
2015-02-14T20:20:51Z	335
2015-02-14T20:31:14Z	96
2015-02-14T21:16:41Z	245
2015-02-14T22:58:28Z	118
2015-02-14T23:05:55Z	57
